speech_id,keywords,speech_giver,year,topic_label
term21-year1-session047-3,"Balıkesir, Afet, Çiftçi, Zarar, Önlem, Konuşma, Milletvekili, İlyas Yılmazyıldız, Tabiî Afet, Temmuz",Abdülkadir Aksu,1,
term21-year1-session036-1,"sebahattin karakelle, Erzincan, konuşma, demokrasi, katılım, ifade, özgürlük, soru, cevap, vatandaş",Sebahatün Karakelle,1,
term21-year1-session036-2,"Terör, Başbağlar Katliamı, Meclis, Konuşma, Sebahattin Karakelle, Erzincan, Politikacılar, Vatandaşlar, Güvenlik, Sorumluluk",Mahmut Göksu,1,
term21-year1-session036-3,"Denizli, Milletvekili, Kadın, Eğitim, Gelecek, Yatırım, Kalkınma, Kaynaklar, Toplum, Umut",Beyhan Aslan,1,
term21-year1-session046-1,"Elazığ, Ahmet Cemil Tunç, milletvekili, konuşma, demokrasi, katılım, toplum, gelecek, umut, değişim, sorumluluk.",Ahmet Cemil Tunç,1,
term21-year1-session046-2,"mevsimlik işçiler, sorunlar, gündem, Ahmet Cemil Tunç, Elazığ, Meclis, işgücü, ekonomik durum, mevsimlik tarım işçileri, sosyal haklar, çalışma koşulları.",Mehmet Salih Yıldırım,1,
term21-year1-session046-3,"Mehmet Salih Yıldırım, Şırnak, Devlet Memuriyeti Sınavı, Merkezî Sistem, Mahzurlar, Gündemdağı Konuşma, Devlet Bakanı Şükrü Sina Gürel, Cevap, 5 Dakika",Murat Ak,1,
term21-year1-session029-1,"Özkan Öksüz, Konya, Meclis, Anayasa, Demokrasi, Hukukun Üstünlüğü, Özgürlük, Adalet, Vatandaş, Gelecek",Özkan Ökstiz,1,
term21-year1-session029-2,"Özkan Öksüz, bütçe, masraf, otomatik cihaz, mikrofon, Meclis, açıklama, devam, arkadaşlar, sayın.",Bülent Akarcalı,1,
term21-year1-session029-3,"ilerleme, sorun, önlem, gündem, ÖZKAN ÖKSÜZ, Konya, Meclis, politika (konuşmada doğrudan kullanılmasa da bağlamdan çıkarılabilir), TBMM, Parlamento. 

(Not: Talimatlara",İlyas Yılmazyıldız,1,
term21-year1-session031-1,"Bilecik, Milletvekili, Sabahat Vardar, Kadın, Eğitim, Gelecek, Yatırım, Kalkınma, Toplum, Değerler.",Sabahat Vardar,1,
term21-year1-session031-2,"kadın hakları, kadın statüsü, Kayseri, milletvekili, Sevgi Esen, konuşma, TBMM, hak, eşitlik, temsil",Sevgi Esen,1,
term21-year1-session031-3,"duyarlılık, tasarı, Meclis, selamlama, alkışlar, DYP, saygı, davet, konu, olay",Mehmet Altan Karapaşaoğlu,1,
term21-year1-session010-1,"ediz hun, İstanbul, TBMM, demokrasi, katılım, ifade özgürlüğü, soru önergesi, hükümet, muhalefet, vatandaş",Ediz H,1,
term21-year1-session010-2,"Ediz Hun, İstanbul, Gündemdaşı Konuşma, Orman Bakanı Nami Çağan, Cevap, Çevre Günü, Politikalar, Ormanlar, Koruma, Sürdürülebilirlik",Remzi Çet,1,
term21-year1-session010-3,"alkışlar, DSP, kravat, süvetçer, gömlek, çorap, bina, milletvekili, hitap, politika (konuşmanın içeriği ve bağlamı göz önüne alındığında, ""Meclis""",Oya Akgönenç Muğusidd,1,
term21-year1-session027-1,"B. Suat Çağlayan, İzmir, Meclis, hükümet, muhalefet, demokratik, katılım, karar, gelecek, umut.",B. Suat Çağlayan,1,
term21-year1-session027-2,"İzmir, Suat Çağlayan, milletvekili, demokrasi, katılım, ifade özgürlüğü, tartışma, karar alma, toplum, gelecek, umut.",Suha Tanık,1,
term21-year1-session027-3,"Oya Akgönenç, Ankara, Milletvekili, Muğisuddin, Türkiye, Orta Asya, Türk Cumhuriyetleri, Keşmir, Politika, Devlet Bakanı, Abdullahuk Mehmet Çay",Oya Akgönenç Muğisudd,1,
term21-year1-session048-1,"Eyyüp Fatsa, Ordu, milletvekili, demokrasi, katılım, halk, gelecek, umut, değişim, sorumluluk.",Eyüp Fatsa,1,
term21-year1-session048-2,"Eyp, Fatsa, Meclis, Şehir, Vatandaş, Demokrasi, Katılım, Gelecek, Umut, Değişim",M. Necati Çetinkaya,1,
term21-year1-session048-3,"Eyup Fatsa, Ordu, milletvekili, demokrasi, katılım, halk, gelecek, umut, değişim, sorumluluk.",Birol Büyüköztürk,1,
term21-year1-session038-1,"demokrasi, katılım, temsil, vatandaş, özgürlük, adalet, gelişme, eğitim, sağlık, refah. 

(Not: Konuşmanın içeriğine göre anahtar kelimeleri belirledim.  ""Meclis""",Mehmet Sadri Yıldırım,1,
term21-year1-session038-2,"Afyon, Meclis, MÜJDAT KAYAYERLİ, Milletvekili, Konuşma, Siyaset, Toplum, Gelecek, Umut, Değişim",Müjdat Kayayerli,1,
term21-year1-session039-1,"konya, meclis üyesi, demokrasi, katılım, halk, gelecek, umut, değişim, sorumluluk, birlik",Mehmet Göldan,1,
term21-year1-session039-2,"Sel, Felaket, Erzurum, Deprem, Nenehatun, Milletvekili, MHP, Bayındırlık ve İskân Bakanı, Koray Aydın, Gündemdışı Konuşma.",Mücahit Himoğlu,1,
term21-year1-session039-3,"İskan, Bakan, Koray Aydın, Ankara, Şehircilik, Konut, Kalkınma, Yatırım, Halk, İhtiyaçlar

(Not: ""Meclis"", ""TBMM"", ""Parlamento"" ve benzeri genel",Işın Çelebi,1,
term21-year1-session037-1,"haksız kazanç, araştırma, Meclis araştırması, iddia, tedbir, belirleme, önergesi, 10/45, politika (konuşmada doğrudan kullanılmasa da bağlam açısından önemli), kurum (Meclis/",Hacı Filiz,1,
term21-year1-session037-2,"cep Önal, atama, Cumhur, uygun görülme, Meclis, bakan, hükümet, karar, süreç, temsilci",Cevat Ayhan,1,
term21-year1-session037-3,"Hesaplar, İnceleme Komisyonu, Türkiye Büyük Millet Meclisi (TBMM), Rapor, 1999, Aylar, Saymanlık, Finans, Denetim, Yönetim",Ayd,1,
term21-year1-session037-4,"Recep Önal, Atama, Cumhur, Bakanlık, Meclis, Uzlaşma, Siyasi Destek, Hükümet, Yetki, Sorumluluk",Ekrem Pakdemirli,1,
term21-year1-session020-1,"Aydın Ayaydın, Maliye Bakanı Sümer Oral, kanun, sorun, uygulama, Meclis, AYB (Ayılı Kanunun), politika, İstanbul, cevap, gündem",Aydın Ayyad,1,
term21-year1-session020-2,"Aydın Ayaydın, İstanbul, Cevap, Meclis, Aydınlık, Diyalog, Soru, Cevaplama, Bilgi, Şeffaflık. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel ter",Mehmet Batuk,1,
term21-year1-session020-3,"Abdi Aydın Aydın, İstanbul, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sorumluluk, Gelecek. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel terimler yerine",Abdulbaki Erdoğmuş,1,
term21-year1-session009-1,"usulsüz uygulamalar, iddialar, gündemdaşı konuşma, cevap, Devlet Bakanı, Ruşto Kazım Yucel, Icel, Meclis, hükümet, şeffaflık, hesap verebilirlik.",Veysel Candan,1,
term21-year1-session009-2,"halk, demokrasi, katılım, ifade özgürlüğü, diyalog, uzlaşma, gelecek, umut, sorumluluk, güven",M. Necati Çetinkaya,1,
term21-year1-session009-3,"Devlet Bakanı, Ruşto Kazım Yucelen, Içel, Cevap, Devam, Politik, Meclis, Vatandaş, Soru, Diyalog, Çözüm",Cemal Enginyurt,1,
term21-year1-session030-1,"Bostancıoğlu, Cevap, Bozkurt Yaşar Öztürk, İstanbul, Meclis, Türkiye, Demokrasi, Siyaset, Soru, Cevaplama",Bozkurt Yaşar Öztürk,1,
term21-year1-session030-2,"ay, Bozkurt Yaşar Öztürk, Meclis, konuşma, politika, TBMM, parlamentolar, konu, olay, yer, kişi",Ayşe Nazlı İlacık,1,
term21-year1-session030-3,"Balkanlar, Gelişmeler, Konuşma, DSP, İzmir, Milletvekili, Kemal Vatan, Gündemdaş, Politik (konuşmanın içeriğine dayanarak çıkarılan genel bir kavram), Türkiye (konuşmanın bağlamına göre",Kemal Vatan,1,
term21-year1-session018-1,"Antalya, Mehmet Baysarı, milletvekili, demokrasi, katılım, ifade özgürlüğü, tartışma, karar alma, toplum, gelecek",Mehmet Baysar,1,
term21-year1-session018-2,"Antalya, Mehmet Baysarı, milletvekili, demokrasi, katılım, ifade özgürlüğü, tartışma, karar alma, toplum, gelecek",Mehmet Kaya,1,
term21-year1-session018-3,"Kahramanmaraş, Milletvekili, Mehmet Kaya, Terörizm, Konuşma, Alkış, Türkiye, Gündem, Politika (konuşmanın içeriğine dayanarak çıkarılan anahtar kelimeler) 

**Not:**",A. Turan Bilge,1,
term21-year1-session055-1,"konya, mehmet gölhan, milletvekili, demokrasi, katılım, ifade özgürlüğü, tartışma, yasa, halk, gelecek",Mehmet Göltan,1,
term21-year1-session055-2,"Konya, Meclis, Halk, Demokrasi, Gelecek, Umut, Değişim, Eğitim, Sağlık, Kalkınma",Hasan Gülay,1,
term21-year1-session055-3,"Gümüşhane, Milletvekili, Lütfi Doğan, Toplantı, Konuşma, Vatandaş, Demokrasi, Katılım, Gelecek, Sorunlar, Çözüm",Lütfi Doğan,1,
term21-year1-session008-1,"demokrasi, katılım, temsil, vatandaş, özgürlük, adalet, gelişme, eğitim, kültür, diyalog. 


**Açıklama:**

Konuşma metninde, bir milletvekili (MEHMET SAD",Mehmet Sadri Yıldırım,1,
term21-year1-session008-2,"yumurta üreticileri, sorunlar, Kütahya, milletvekili, Ahmet Derin, gündemdışı konuşma, alkışlar, FP (Siyasi Parti), alandaki tepkiler, TBMM",Ahmet Der,1,
term21-year1-session033-1,"Şükrü Unal, Osmaniye, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sosyal Adalet, Kalkınma",Şükrü Ünal,1,
term21-year1-session033-2,"hükümet, reform, ekonomi, toplum, gelecek, değişim, vatandaş, demokrasi, katılım, umut",Suha Tanık,1,
term21-year1-session033-3,"Oğuz Tezmem, Bursa, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sorumluluk, Gelecek. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel terimler",Oğuz Tezmen,1,
term21-year1-session035-1,"Nihat Gökbulut, Kırıkkale, Cevap, Osman Durmuş, Soru, Meclis, Siyaset, Tartışma, Kamuoyu, Sorun",Nihat Gökbulut,1,
term21-year1-session035-2,"Van, Yüksek İhtisas Hastanesi, sorunlar, milletvekili, HDP, alkol, bağımlılık, tedavi, sağlık, hizmet, vatandaş",Hüseyin Çelik,1,
term21-year1-session035-3,"Faruk Bal, Konya, Milletvekili, Adalî tatil, Gündemdaşı konuşma, MHP, Alkış, 5 dakika, Konu, Olay",Faruk Bal,1,
term21-year1-session058-1,"Türkiye, Bütçük Millet Meclisi, Başkan, Ekonomik Büyüme, Yatırım, Kalkınma, Sosyal Politikalar, Vatandaş, Gelecek, İstihdam, Refah",Mehmet Mail Büyükerman,1,
term21-year1-session043-1,"Amasya, Gönül Saray Alphan, milletvekili, kadın, eğitim, gençlik, gelecek, demokrasi, katılım, ifade özgürlüğü, toplumsal cinsiyet eşitliği.",Gönül Saray Alphan,1,
term21-year1-session043-2,"Amasya, Gökhtöyükt, Viyana Senfoni Orkestrası, Strauss, Mozart, Türk Marşı, Anatolia, Güneş Tutulması, Amasita, Doğanın Mitolojisi",M. Necati Çetinkaya,1,
term21-year1-session043-3,"Gönül Saray Alphan, Amasya, Gündemdışı Konuşma, Kadın, Eğitim, Gelecek, Nesil, Değerler, Sorumluluk, Vatandaşlık",Işılay Sayg,1,
term22-year1-session086-1,"çiftçilik, sözleşmeler, boşluklar, sorunlar, tedbirler, Mehmet Küçükaşık, Bursa, Meclis, politika (konuşmada doğrudan kullanılmasa da bağlamı yansıtan önemli bir unsur), gündem",Mehmet Küçükşık,1,
term22-year1-session086-2,"Bursa, Mehmet Küçükaşık, konuşma, demokrasi, katılım, ifade özgürlüğü, vatandaş, temsil, gelecek, umut, sorumluluk.",Öner Ergenç,1,
term22-year1-session086-3,"fide, tohum, gübre, ilaç, döviz kuru, temerrüt faizi, rekolte, yağ biberi, alıcı firma, çiftçi",Naci Aslan,1,
term22-year1-session101-1,"Düzce, Fahri Çakır, Milletvekili, Toplantı, Konuşma, Demokrasi, Vatandaş, Katılım, Gelecek, Umut",Fahri Çakır,1,
term22-year1-session101-2,"fahri çakir, düzce, sorun, politika, tedbir, meclis, konuşma, gündem, vatandaş, ülke",Ali Rıza Gülçiçek,1,
term22-year1-session101-3,"deprem, Düzce, ekonomik sorunlar, sosyal sorunlar, tedbirler, gündem, konuşma, FAHRİ ÇAKIR, milletvekili, bölge",Mehmet Kurt,1,
term22-year1-session010-1,"Diyarbakır, TBMM, Cavit Torun, milletvekili, insan hakları, demokrasi, ifade özgürlüğü, azınlık hakları, kültürel çeşitlilik, barış, diyalog.",Cavit Tor,1,
term22-year1-session010-2,"Ertuğrul Yalçınbayır, CAVİT TORUN, Diyarbakır, Meclis, Cevap, Politika, Toplum, Demokrasi, Temsil, Sorun, Çözüm.",Mchmet Akif Hamzacebi,1,
term22-year1-session010-3,"Sıddık Kaya, Varto, Celal Şan, Hüsnü Uğur, Şırnak, Baskın, İşkence, Kararlılık, Kopenhag, Ertuğrul Yalçınbayır",Ümmet Kandogan,1,
term22-year1-session038-1,"Antalya, Osman Özcan, Meclis, Hükümet, Reform, Demokrasi, Vatandaş, Katılım, Gelecek, Değişim, Umut",Osman Özcan,1,
term22-year1-session038-2,"Atatürk, Konya, Milletvekili, Konuşma, Dünya Görüşü, Gündem, Demokrasi, Tarih, Miras, Değerler",Ahmet Işık,1,
term22-year1-session038-3,"Atatürk, Cumhuriyet, Modern Türkiye, Zekâ, Karar Alma, Liderlik, Devlet Adamı, Başkomutan, Öğretmen, Sevgi, Barış",Hüseyin Bayındır,1,
term22-year1-session091-1,"Cemal Kaya, Ağrı, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sosyal Adalet, Kalkınma",Cemal Kaya,1,
term22-year1-session091-2,"cemal kaya, Ağrı, reken tedbir, gündem, konuşma, ekonomi, finans, kriz, önlem, vatandaş",Recep Garip,1,
term22-year1-session091-3,"Hakkâri, TBMM, milletvekili, Mustafa Zeydan, HDP, demokrasi, insan hakları, barış, diyalog, çözüm, siyasi süreç.",Mustafa Zeydan,1,
term22-year1-session080-1,"Zafere Hidiroğlu, Bursa, Tutukevleri, Tedbirler, Gündem, Devlet Bakanı Kürşad Tüzmen, Cevap, İnsan Hakları, Adalet, Reform",Zafer Hidroğlu,1,
term22-year1-session080-2,"Zafer Hidiroğlu, Bursa, Gündem, Devlet Bakanı Kürşad Tüzmen, Cevap, Tedbir, Politikalar, Konuşma, Meclis, Vatandaş",Gürul Erg,1,
term22-year1-session080-3,"Abı ZAFER HIDIROĞLU, Bursa, Meclis, Rapor, Ekonomik Büyüme, Yatırım, Yenilik, Teknoloji, Eğitim, Gelecek",Abdurrahman Anik,1,
term22-year1-session090-1,"Erzincan, Milletvekili, Tevhit Karakaya, Meclis Araştırması, Üniversite, Kanun Tasarısı, Doğrudan Yabancı Yatırımlar, Türk Vatandaşlığı, Uluslararası Sözleşme, Protokol, Sosyal Güvenlik",Mehmet Faruk Bayrak,1,
term22-year1-session090-2,"Meclis araştırması, Ulusal Bor Araştırma Enstitüsü, Doğrudan Yabancı Yatırımlar Kanunu, Türk Vatandaşlığı Kanunu, Uluslararası Sözleşmeler, Medenî ve Siyasî Haklar, Avrupa Konseyı, Sosyal Güvenlik Sözleş",Temel Yılmaz,1,
term22-year1-session090-3,"Zün (Bilecik), Köy, Tarım, Gıda Güvenliği, Ekonomik Büyüme, Sosyal Kalkınma, Çevre Koruma, Sürdürülebilirlik, Vatandaş Katılımı, Yerel Yönetim",Züheyir Amber,1,
term22-year1-session076-1,"ahçe, aydınlatma, elektrik ücreti, Enerji ve Tabiî Kaynaklar Bakanı, soru önergesi, Meclis, hükümet, vatandaş, fatura, maliyet, enerji politikası, altyapı",Ahmet Kambur,1,
term22-year1-session076-2,"ahçe, aydınlatma, elektrik ücreti, Enerji ve Tabiî Kaynaklar Bakanı, soru önergesi, Meclis, hükümet, vatandaş, fatura, maliyet, enerji politikası, altyapı",Ahmet Güryüz Ketencı,1,
term22-year1-session076-3,"Sırbistan, Karadağ, Recep Tayyip Erdoğan, TBMM, Ziyaret, Kanun Tasarısı, Salı, Çarşamba, Sözlü Soru, Çalışma Süresi",Hüseyin Tanrıverdi,1,
term22-year1-session022-1,"Ahmet İnal, AKP, Meclis, Konuşma, Alkışlar, III., Politika (konuşmanın içeriğine dayanarak çıkarılan anahtar kelimeler), TBMM, Parlamento (mevcut bağlamda doğrudan kullanılmasa",Ahmet İnal,1,
term22-year1-session022-2,"Hindistan, Parlamento, Meclis araştırması, Önerge, Gündem, Sözlü Sorular, Soru, Geri alma, 6/20, 6/22",Mehmet Kartal,1,
term22-year1-session022-3,"Meclis araştırması, önergenin kabul edilmemesi, 15 Ocak 2003, Çarşamba, 15:00, birleşim, 18:00, Nevzat Pakdil",Resul Tos,1,
term22-year1-session025-1,"Bakan, Başbakan Yardımcısı, Abdüllatif Şener, Cevap, Bayram Ali Meral, Ankara, Politika (konu), Soru (olay), Meclis (yer), Milletvekili (kişi)",Bayram Ali Meral,1,
term22-year1-session025-2,"halk, sandık, cezayı, kişisel sorunlar, meydanlar, vurgun, talan, siyaset, güvensizlik, kayıplar",Hakan Taşçı,1,
term22-year1-session025-3,"Ufa Teşvik Fonu, Kamu İşçileri, İkramiye, Abdüllatif Şener, Cevap, Ankara, Meclis, Politik, Olay, Yer, Kişi. 

(Not: TBMM ve Parlamento gibi belirtilen",Ufuk Özkan,1,
term22-year1-session071-1,"SSK, zorunlu, süre, sorun, gündemdışı konuşma, Mehmet Özlek, Şanlıurfa, Meclis, politika (konuşmada doğrudan kullanılmasa da bağlamı yansıtan önemli bir kavram), sosyal güvenlik, emeklilik.",Mehmet Özlek,1,
term22-year1-session071-2,"MEHMET ÖZLEK, Şanlıurfa, Gündemdışı Konuşma, Sorunlar, Yapıtırımlar, Parlamento, Siyaset, Halk, Çözüm, Konuşma Metni, TBMM",Yakup Kepenek,1,
term22-year1-session071-3,"Mustafa, Ankara, Alkışlar, MEHMET ÖZLEK, SALİH KAPUSUZ, Oturma, Yanına, Parlamento (ima ediliyorsa), Konuşma (içeriği baz alınarak",Ahmet Münir Erkal,1,
term22-year1-session096-1,"Mardin, Muharrem Doğan, Milletvekili, Halk, Demokrasi, Diyalog, Barış, Çatışma, Güven, Çözüm",Muharrem Doğan,1,
term22-year1-session096-2,"olumsuzluk, halk, haber, gündem, Adalet Bakanı Cemil Çiçek, cevap, Mardin, Meclis, olay, kişi.",Hamza Albayrak,1,
term22-year1-session096-3,"Diyarbakır, KAMER (Kadın Merkezi), Dicle Üniversitesi Tıp Fakültesi, Diyarbakır Devlet Hastanesi, Mardin, teşekkür, yardım, ilgi, yetkililer, halk",Sedat Pekel,1,
term22-year1-session024-1,"Erzurum, MUZAFFER GÜLYURT, Meclis, Konuşma, TBMM, Vatandaş, Demokrasi, Katılım, İletişim, Gelecek, Sorunlar. 


**Açıklama:**

Konuş",Muzaffer Gül.yurt,1,
term22-year1-session024-2,"doğalgaz, kullanım, zorunluluk, gündem, konuşma, MUZAFFER GÜLYURT, Erzurum, Meclis, enerji, kaynak, vatandaş",Nail Karnacı,1,
term22-year1-session024-3,"Erzurum, MUZAFFER GÜLYURT, Meclis, Konuşma, TBMM, Vatandaş, Demokrasi, Katılım, İletişim, Gelecek, Sorunlar. 


**Açıklama:**

Konuş",Mustafa Zeydan,1,
term22-year1-session023-1,"Hasan Ören, Milletvekili, Sözlü Soru, TBMM, Önergesi, Okundu, Geri Verildi, Meclis, Siyaset, Sorun",Sabri Varan,1,
term22-year1-session023-2,"Meclis araştırması, Önerge, Hasan Ören, Sözlü soru, Manisa, Milletvekili, TBMM, Geri çekme, Gündem, Önlem",Ensar Öğüt,1,
term22-year1-session023-3,"Hüküm, Kararname, Tasarı, Komisyon, Genel Kurul, Millî Güvenlik Kurulu, Hâkimler ve Savcılar, Gelibolu Yarımadası, Tarihî Millî Parkı, Değişiklik, Kanun",Nuri Çilingir,1,
term22-year1-session113-1,"Süleyman Gündüz, Sakarya, Meclis, Rapor, Reform, Eğitim, Sağlık, Ekonomik Büyüme, Sosyal Adalet, Vatandaş",Süleyman Gündüz,1,
term22-year1-session113-2,"makine, selamlama, alkış, AK Parti, sıralar, Meclis, konuşmacı, izleyici, demokrasi, katılım.",Mehmet Yıldırım,1,
term22-year1-session113-3,"Bitlis, Kurtuluş, Vahit Kiler, Milletvekili, Abdülkadir Aksu, İçişleri Bakanı, Gündemdaşı Konuşma, Alkışlar, 87. Yıldönümü, Düşman İşgali",Vahit Kiier,1,
term22-year1-session059-1,"Yakup Kepenek, Ankara, Gündem, Soru Önergesi, Yanıt, Meclis, Konuşma, Gündem Dışı, Politika (bu kelime konuşmada doğrudan kullanılmasa da, konuşmanın bağlamında önemli bir unsur",Yakup Kepenek,1,
term22-year1-session059-2,"soru, yanıt, Meclis, süreç, otomatik, cihaz, kapatma, YAKUP KEPENEK, devam, mikrofon.",Mehmet Ceylan,1,
term22-year1-session059-3,"Yakup Kepenek, Ankara, Gündem, Soru Önergesi, Yanıt, Meclis, Konuşma, Gündem Dışı, Politika (bu kelime konuşmada doğrudan kullanılmasa da, konuşmanın bağlamında önemli bir unsur",Yaşar Tüz,1,
term22-year1-session061-1,"ah, Başbakan, yazılı soru önergesi, TBMM, yanıt, politika, kamuoyu, soru, açıklama, vatandaş",Ahmet Ers,1,
term22-year1-session061-2,"Zoru Soru Önergesi, Meclis, Hükümet, Bakan, Cevap, Destek, Muhalefet, Sorun, Toplum, Vatandaş, Gelecek",Zeynep Karahan Uslu,1,
term22-year1-session061-3,"Asım Aykan, Trabzon, Meclis Araştırması Komisyonu, Çekilme, İzin, Milletvekili, Önergesi, Genel Kurul, Araştırma, Komisyon, Süreler",Mehmet Ali Özpolat,1,
term22-year1-session033-1,"İbrahim Özdoğan, Erzurum, Meclis, Anayasa Değişikliği, Referandum, Vatandaş, Demokrasi, Gelecek, Karar, Değerlendirme. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel",İbrahim Özdoğan,1,
term22-year1-session033-2,"sürdürülebilir turizm, hazırlık süreci, uygulama süreci, turistik düzenlemeler, kaynak zorlama, çöküntü, kademelenme, yerel halk, tanıtım programı, bilinçlendirme",Ferit Mevlüt Aslanoğlu,1,
term22-year1-session033-3,"bilir kalkınma, yaya turizmi, konuşma, İbrahim Özdoğan, Erzurum, Meclis, gündem, politika, turizm, gelişme",Birgen Keleş,1,
term22-year1-session034-1,"Şanlıurfa, Milletvekili, Mehmet Vedat Melik, Suriyeli mülteciler, insani yardım, ekonomik yük, eğitim, sağlık, sosyal destek, uyum, gelecek perspektifi, dayanışma.",Mehmet Vedat Melik,1,
term22-year1-session034-2,"Halfeti, Çekem Mahallesi, ev kamulaştırma, konut, sular altında kalma, yol, okul, cami, sistemler, yılanlar, bürokrasi",Burhan Kuzu,1,
term22-year1-session034-3,"mağdur, az sayı, giderilemeyecek, otomatik cihaz, mikrofon, kapatıldı, politika (konuşmada doğrudan kullanılmasa da bağlamdan anlaşıldığı için dahil edilebilir), etki, sistem, konuşma",Nevzat Doğan,1,
term22-year1-session040-1,"ÖZLEM ÇERÇİOĞLU, Aydın, Meclis, Kadın, Eğitim, Gelecek, Gençlik, Fırsat, Eşitlik, Sorunlar. 


Bu konuşma, **ÖZLEM ÇERÇİO",Özlem Çerçioğlu,1,
term22-year1-session040-2,"buğday, stok, Toprak Mahsulleri Ofisi, üretim, tüketim, tarım, bakan, güvenlik, endişe, üretim fazlası",İsmail Özg,1,
term22-year1-session040-3,"Özmekân, Aydın, Tarım Potansiyeli, Gündem, Tarım ve Köyişleri Bakanı, Sami Güçlü, Cevap, Meclis, Konuşma, Gündemi, İl",Kâzım Türkmen,1,
term22-year1-session097-1,"ersin, tarım, potansiyeli, muz, tarımı, Meclis, il, politika, konuşması, ERSOY BULUT",Ersoy Bulut,1,
term22-year1-session097-2,"Sakarya, Kurtuluş, Yıl Dönümü, Milletvekili, AK Parti, Alkış, İl, Düşman İşgali, Türkiye, Parlamento",Recep Yıldırım,1,
term22-year1-session097-3,"muz tarımı, Mersin, ERSOY BULUT, gündem, konuşma, tarım, yer, önem, Parlamento, olay",Mustafa Gazalcı,1,
term22-year1-session099-1,"sel, felaket, hasar, tedbir, gündemdışı konuşma, MEVLÜT COŞKUNER, Isparta, TBMM",Mevlüt Coşkuner,1,
term22-year1-session099-2,"Isparta, Mevlüt Coşkuner, Gündemdışı Konuşma, Tedbir, Parlamento, Siyaset, Halk, Gelecek, Sorun, Çözüm",Mahmut Uğur Çetir,1,
term22-year1-session099-3,"hasar, tedbir, MEVLÜT COŞKUNER, Isparta, gündemdışı konuşma, politika (konuşmada doğrudan kullanılmasa da bağlamdan çıkarılabilir), afet, önlem, Meclis (ima edilmiş",Hasan Güyüldar,1,
term22-year1-session035-1,"Kırklareli, Mehmet Siam Kesimoğlu, milletvekili, hükümet, muhalefet, halk, demokrasi, katılım, gelecek, umut, değişim.",Mehmet Siyam Kesimoğlu,1,
term22-year1-session035-2,"Ahmet Yaşar, Aksaray, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sorumluluk, Gelecek. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel terimler yerine",Ahmet Yaşar,1,
term22-year1-session035-3,"Kırklareli, Mehmet Siam Kesimoğlu, önlem, gündem, konuşma, milletvekili, vatandaş, güven, istikrar, gelecek, kalkınma.",Ali Topuz,1,
term22-year1-session060-1,"ENSAR, Ardahan, Meclis, Öğretim, Eğitim, Gençlik, Toplum, Değerler, Vatandaşlık, Gelecek",Ensar Öğüt,1,
term22-year1-session060-2,"Feyzi Berdibek, Bingöl, Vergi barışı, Ensar Öğüt, Karşı çıkma, Parlamento, Politik, Çatışma, Çözüm, Diyalog",Mehmet Eraslan,1,
term22-year1-session060-3,"İdris Sami Tandoğdu, Ordu, Türkiye, Demokrasi, Siyaset, Hükümet, Vatandaş, Gelecek, Kalkınma, Sorunlar. 


**Açıklama:**

Konuşma, bir milletvekili",İdris Sami Tandoğdu,1,
term22-year1-session098-1,"hakkı ülkü, İzmir, konuşma, demokrasi, katılım, ifade özgürlüğü, vatandaş, temsil, gelecek, umut, sorumluluk",Hakkı Ülkû,1,
term22-year1-session098-2,"Hakkı Ülkü, İzmir, Gündem, Konuşma, Meclis, AKP, Demokrasi, Vatandaş, Özgürlük, Sorun",Nevzat Doğan,1,
term22-year1-session098-3,"Belediye, Yerel yönetim, Vatandaş katılımı, Kamu hizmeti, Yerel seçim, Demokrasi, Toplum, Çözüm, İhtiyaçlar, Destek, Şeffaflık.",Ensar Öğüt,1,
term22-year1-session041-1,"Atatürk, Laiklik, Yükseköğretim, Eğitim, İlköğretim, Bilimsel Araştırma, Gözlem, Deney, Cumhuriyet Halk Partisi, Duyarlılık.",Ayşe Gülsün Bilgehan,1,
term22-year1-session041-2,"hükümet, muhalefet, demokratik, temsil, vatandaş, katılım, tartışma, karar, gelecek, umut",Sabri Varan,1,
term22-year1-session041-3,"birlik, mutluluk, alkış, saygı, sunum, Meclis, konuşmacı, izleyici, olay, ülke. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel terimler yerine, konuş",Ahmet Sırrı Özbek,1,
term22-year1-session066-1,"Agrı, Milletvekili, Mehmet Melik Özmen, Meclis, Halk, Demokrasi, Sorunlar, Çözümler, Ülke, Gelecek, Katılım, İnanç",Mehmet Melik Özmen,1,
term22-year1-session066-2,"cep, Akdağ, Cevdet Erdöl, Trabzon, Meclis, cevap, politika, olay, yer, kişi",Cevdet Erdöl,1,
